,Photo Date,Photo ID ,Photographed By,Date Plated,Plated By,"Date of Trial
 (Monday)",Set ID,strain,Week Number,Replicate Number,# flies,Sex,"
Plate Type (Treatment (T), Control (C), Grow out Treatment (GoT), Baseline (B))","Dilution         (10-2, 10-3, 10-4, 10-5)",Green Count,Red Count,Total CFU on Plate,count type (digital or analog),Counted By,Recorded By (Notebook),Recorded By (Computer),total consumption (24 hours mm),total consumption (48 hours mm),Total Consumption ,red means (spore or vegetative),green means  (spore or vegetative),green survival,red survival,Notes
619,5/22/17,128 2135,,5/11/17,SW,5/8/17,,WE,6.0,28,,F,GOT,10-3,187,12,199,analog,NC,SLD,FW,,,,vegetative,spore,,,
621,5/22/17,128 2136,,5/11/17,SW,5/8/17,,WE,6.0,28,,F,GOT,10-4,21,0,21,analog,NC,SLD,FW,,,,vegetative,spore,,,
623,5/22/17,128 2137,,5/11/17,SW,5/8/17,,WE,6.0,28,,F,GOT,10-5,2,0,2,analog,NC,SLD,FW,,,,vegetative,spore,,,
625,5/22/17,128 2138,,5/11/17,SW,5/8/17,,WE,6.0,29,,F,GOT,10-3,191,0,191,analog,,SLD,FW,,,,vegetative,spore,,,
627,5/22/17,128 2139,,5/11/17,SW,5/8/17,,WE,6.0,29,,F,GOT,10-4,5,0,5,analog,,SLD,FW,,,,vegetative,spore,,,
629,5/22/17,128 2140,,5/11/17,SW,5/8/17,,WE,6.0,29,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,
631,5/22/17,128 2141,,5/11/17,SW,5/8/17,,WE,6.0,30,,F,GOT,10-3,277,7,284,analog,NC,SLD,FW,,,,vegetative,spore,,,
633,5/22/17,128 2142,,5/11/17,SW,5/8/17,,WE,6.0,30,,F,GOT,10-4,12,1,13,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
635,5/22/17,128 2143,,5/11/17,SW,5/8/17,,WE,6.0,30,,F,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
637,5/22/17,128 2144,,5/11/17,JC,5/8/17,,WE,6.0,1,,M,GOT,10-3,24,0,24,analog,,SLD,FW,,,,vegetative,spore,,,
639,5/22/17,128 2145,,5/11/17,JC,5/8/17,,WE,6.0,1,,M,GOT,10-4,47,0,47,analog,,SLD,FW,,,,vegetative,spore,,,
641,5/22/17,128 2146,,5/11/17,JC,5/8/17,,WE,6.0,1,,M,GOT,10-5,49,0,49,analog,,SLD,FW,,,,vegetative,spore,,,
643,5/22/17,128 2147,,5/11/17,JC,5/8/17,,WE,6.0,2,,M,GOT,10-3,8,0,8,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
645,5/22/17,128 2148,,5/11/17,JC,5/8/17,,WE,6.0,2,,M,GOT,10-4,0,0,0,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
647,5/22/17,128 2149,,5/11/17,JC,5/8/17,,WE,6.0,2,,M,GOT,10-5,0,0,0,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
649,5/22/17,128 2150,,5/11/17,JC,5/8/17,,WE,6.0,3,,M,GOT,10-3,8,0,8,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
651,5/22/17,128 2152,,5/11/17,JC,5/8/17,,WE,6.0,3,,M,GOT,10-4,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
653,5/22/17,128 2153,,5/11/17,JC,5/8/17,,WE,6.0,3,,M,GOT,10-5,1,0,1,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
655,5/22/17,128 2154,,5/11/17,JC,5/8/17,,WE,6.0,4,,M,GOT,10-3,255,2,257,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
657,5/22/17,128 2155,,5/11/17,JC,5/8/17,,WE,6.0,4,,M,GOT,10-4,42,19,61,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
659,5/22/17,128 2156,,5/11/17,JC,5/8/17,,WE,6.0,4,,M,GOT,10-5,8,0,8,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
661,5/22/17,128 2157,,5/11/17,JC,5/8/17,,WE,6.0,5,,M,GOT,10-3,47,0,47,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
663,5/22/17,128 2158,,5/11/17,JC,5/8/17,,WE,6.0,5,,M,GOT,10-4,35,0,35,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
665,5/22/17,128 2159,,5/11/17,JC,5/8/17,,WE,6.0,5,,M,GOT,10-5,4,3,7,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
667,5/22/17,128 2160,,5/11/17,JC,5/8/17,,WE,6.0,6,,M,GOT,10-3,24,0,24,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
669,5/22/17,128 2161,,5/11/17,JC,5/8/17,,WE,6.0,6,,M,GOT,10-4,4,0,4,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
671,5/22/17,128 2162,,5/11/17,JC,5/8/17,,WE,6.0,6,,M,GOT,10-5,0,1,1,analog,BH,FW,FW,,,,vegetative,spore,,,contaminated
673,5/22/17,128 2165,,5/11/17,JC,5/8/17,,WE,6.0,7,,M,GOT,10-3,14,1,15,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
675,5/22/17,128 2166,,5/11/17,JC,5/8/17,,WE,6.0,7,,M,GOT,10-4,3,1,4,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
677,5/22/17,128 2167,,5/11/17,JC,5/8/17,,WE,6.0,7,,M,GOT,10-5,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
679,5/22/17,128 2168,,5/11/17,JC,5/8/17,,WE,6.0,8,,M,GOT,10-3,17,3,20,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
681,5/22/17,128 2169,,5/11/17,JC,5/8/17,,WE,6.0,8,,M,GOT,10-4,1,0,1,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
683,5/22/17,128 2170,,5/11/17,JC,5/8/17,,WE,6.0,8,,M,GOT,10-5,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
685,5/22/17,128 2171,,5/11/17,JC,5/8/17,,WE,6.0,9,,M,GOT,10-3,1,10,11,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
687,5/22/17,128 2172,,5/11/17,JC,5/8/17,,WE,6.0,9,,M,GOT,10-4,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
689,5/22/17,128 2174,,5/11/17,JC,5/8/17,,WE,6.0,9,,M,GOT,10-5,0,0,0,analog,ST,SLD,FW,,,,vegetative,spore,,,contaminated
691,5/22/17,128 2175,,5/11/17,JC,5/8/17,,WE,6.0,10,,M,GOT,10-3,10,0,10,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
693,5/22/17,128 2176,,5/11/17,JC,5/8/17,,WE,6.0,10,,M,GOT,10-4,1,0,1,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
695,5/22/17,128 2177,,5/11/17,JC,5/8/17,,WE,6.0,10,,M,GOT,10-5,0,0,0,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
697,5/22/17,128 2178,,5/11/17,JC,5/8/17,,WE,6.0,11,,M,GOT,10-3,37,1,38,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
699,5/22/17,128 2179,,5/11/17,JC,5/8/17,,WE,6.0,11,,M,GOT,10-4,8,0,8,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
701,5/22/17,128 2810,,5/11/17,JC,5/8/17,,WE,6.0,11,,M,GOT,10-5,9,0,9,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
703,5/22/17,128 2181,,5/11/17,JC,5/8/17,,WE,6.0,12,,M,GOT,10-3,105,0,105,analog,,SLD,FW,,,,vegetative,spore,,,
705,5/22/17,128 2182,,5/11/17,JC,5/8/17,,WE,6.0,12,,M,GOT,10-4,42,0,42,analog,,SLD,FW,,,,vegetative,spore,,,
707,5/22/17,128 2183,,5/11/17,JC,5/8/17,,WE,6.0,12,,M,GOT,10-5,10,0,10,analog,,SLD,FW,,,,vegetative,spore,,,
709,5/22/17,128 2184,,5/11/17,JC,5/8/17,,WE,6.0,13,,M,GOT,10-3,11,0,11,analog,PJW,SLD,FW,,,,vegetative,spore,,,contaminated
711,5/22/17,128 2185,,5/11/17,JC,5/8/17,,WE,6.0,13,,M,GOT,10-4,2,0,2,analog,PJW,SLD,FW,,,,vegetative,spore,,,contaminated
713,5/22/17,128 2186,,5/11/17,JC,5/8/17,,WE,6.0,13,,M,GOT,10-5,NC,NC,#VALUE!,analog,PJW,SLD,FW,,,,vegetative,spore,,,
715,5/22/17,128 2187,,5/11/17,JC,5/8/17,,WE,6.0,14,,M,GOT,10-3,NC,NC,#VALUE!,analog,PJW,SLD,FW,,,,vegetative,spore,,,
717,5/22/17,128 2188,,5/11/17,JC,5/8/17,,WE,6.0,14,,M,GOT,10-4,NC,NC,#VALUE!,analog,PJW,SLD,FW,,,,vegetative,spore,,,
719,5/22/17,128 2189,,5/11/17,JC,5/8/17,,WE,6.0,14,,M,GOT,10-5,NC,NC,#VALUE!,analog,PJW,SLD,FW,,,,vegetative,spore,,,
721,5/22/17,128 2190,,5/11/17,JC,5/8/17,,WE,6.0,15,,M,GOT,10-3,135,1,136,analog,PJW,SLD,FW,,,,vegetative,spore,,,contaminated
723,5/22/17,128 2191,,5/11/17,JC,5/8/17,,WE,6.0,15,,M,GOT,10-4,68,0,68,analog,PJW,SLD,FW,,,,vegetative,spore,,,contaminated
725,5/22/17,128 2192,,5/11/17,JC,5/8/17,,WE,6.0,15,,M,GOT,10-5,13,95,108,analog,PJW,SLD,FW,,,,vegetative,spore,,,
727,5/22/17,128 2193,,5/11/17,JC,5/8/17,,WE,6.0,16,,M,GOT,10-3,38,0,38,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
729,5/22/17,128 2194,,5/11/17,JC,5/8/17,,WE,6.0,16,,M,GOT,10-4,16,0,16,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
731,5/22/17,128 2195,,5/11/17,JC,5/8/17,,WE,6.0,16,,M,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
733,5/22/17,128 2198,,5/11/17,JC,5/8/17,,WE,6.0,17,,M,GOT,10-3,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
735,5/22/17,128 2199,,5/11/17,JC,5/8/17,,WE,6.0,17,,M,GOT,10-4,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
737,5/22/17,128 2200,,5/11/17,JC,5/8/17,,WE,6.0,17,,M,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
739,5/22/17,128 2201,,5/11/17,JC,5/8/17,,WE,6.0,18,,M,GOT,10-3,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
741,5/22/17,128 2202,,5/11/17,JC,5/8/17,,WE,6.0,18,,M,GOT,10-4,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
743,5/22/17,128 2203,,5/11/17,JC,5/8/17,,WE,6.0,18,,M,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,contaminated
745,5/22/17,128 2204,,5/11/17,JC,5/8/17,,WE,6.0,19,,M,GOT,10-3,252,11,263,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
747,5/22/17,128 2205,,5/11/17,JC,5/8/17,,WE,6.0,19,,M,GOT,10-4,96,10,106,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
749,5/22/17,128 2206,,5/11/17,JC,5/8/17,,WE,6.0,19,,M,GOT,10-5,29,0,29,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
751,5/22/17,128 2207,,5/11/17,JC,5/8/17,,WE,6.0,20,,M,GOT,10-3,16,5,21,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
753,5/22/17,128 2208,,5/11/17,JC,5/8/17,,WE,6.0,20,,M,GOT,10-4,7,0,7,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
755,5/22/17,128 2209,,5/11/17,JC,5/8/17,,WE,6.0,20,,M,GOT,10-5,2,0,2,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
757,5/22/17,128 2210,,5/11/17,JC,5/8/17,,WE,6.0,21,,M,GOT,10-3,4,0,4,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
759,5/22/17,128 2212,,5/11/17,JC,5/8/17,,WE,6.0,21,,M,GOT,10-4,13,0,13,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
761,5/22/17,128 2213,,5/11/17,JC,5/8/17,,WE,6.0,21,,M,GOT,10-5,0,0,0,analog,BH,SLD,FW,,,,vegetative,spore,,,contaminated
763,5/22/17,128 2214,,5/11/17,JC,5/8/17,,WE,6.0,22,,M,GOT,10-3,29,0,29,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
765,5/22/17,128 2215,,5/11/17,JC,5/8/17,,WE,6.0,22,,M,GOT,10-4,1,0,1,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
767,5/22/17,128 2216,,5/11/17,JC,5/8/17,,WE,6.0,22,,M,GOT,10-5,0,0,0,analog,,SLD,FW,,,,vegetative,spore,,,
769,5/22/17,128 2217,,5/11/17,JC,5/8/17,,WE,6.0,23,,M,GOT,10-3,413,3,416,analog,,SLD,FW,,,,vegetative,spore,,,
771,5/22/17,128 2218,,5/11/17,JC,5/8/17,,WE,6.0,23,,M,GOT,10-4,289,0,289,analog,,SLD,FW,,,,vegetative,spore,,,
773,5/22/17,128 2219,,5/11/17,JC,5/8/17,,WE,6.0,23,,M,GOT,10-5,163,1,164,analog,,SLD,FW,,,,vegetative,spore,,,
775,5/22/17,128 2220,,5/11/17,JC,5/8/17,,WE,6.0,24,,M,GOT,10-3,58,0,58,analog,,SLD,FW,,,,vegetative,spore,,,
777,5/22/17,128 2221,,5/11/17,JC,5/8/17,,WE,6.0,24,,M,GOT,10-4,27,0,27,analog,SLD,SLD,FW,,,,vegetative,spore,,,
779,5/22/17,128 2223,,5/11/17,JC,5/8/17,,WE,6.0,24,,M,GOT,10-5,6,0,6,analog,,SLD,FW,,,,vegetative,spore,,,
781,5/22/17,128 2224,,5/11/17,JC,5/8/17,,WE,6.0,25,,M,GOT,10-3,63,0,63,analog,,SLD,FW,,,,vegetative,spore,,,
783,5/22/17,128 2225,,5/11/17,JC,5/8/17,,WE,6.0,25,,M,GOT,10-4,27,0,27,analog,,SLD,FW,,,,vegetative,spore,,,
785,5/22/17,128 2226,,5/11/17,JC,5/8/17,,WE,6.0,25,,M,GOT,10-5,22,0,22,analog,,SLD,FW,,,,vegetative,spore,,,
787,5/22/17,128 2227,,5/11/17,JC,5/8/17,,WE,6.0,26,,M,GOT,10-3,43,0,43,analog,,SLD,FW,,,,vegetative,spore,,,
789,5/22/17,128 2228,,5/11/17,JC,5/8/17,,WE,6.0,26,,M,GOT,10-4,26,0,26,analog,,SLD,FW,,,,vegetative,spore,,,
791,5/22/17,128 2229,,5/11/17,JC,5/8/17,,WE,6.0,26,,M,GOT,10-5,10,0,10,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
793,5/22/17,128 2230,,5/11/17,JC,5/8/17,,WE,6.0,27,,M,GOT,10-3,26,0,26,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
795,5/22/17,128 2231,,5/11/17,JC,5/8/17,,WE,6.0,27,,M,GOT,10-4,17,0,17,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
797,5/22/17,128 2232,,5/11/17,JC,5/8/17,,WE,6.0,27,,M,GOT,10-5,0,0,0,analog,NC,SLD,FW,,,,vegetative,spore,,,contaminated
799,5/22/17,128 2233,,5/11/17,JC,5/8/17,,WE,6.0,28,,M,GOT,10-3,3,0,3,analog,KL,,FW,,,,vegetative,spore,,,
801,5/22/17,128 2234,,5/11/17,JC,5/8/17,,WE,6.0,28,,M,GOT,10-4,1,0,1,analog,KL,,FW,,,,vegetative,spore,,,
803,5/22/17,128 2235,,5/11/17,JC,5/8/17,,WE,6.0,28,,M,GOT,10-5,0,0,0,analog,KL,,FW,,,,vegetative,spore,,,all contamination
805,5/22/17,128 2236,,5/11/17,JC,5/8/17,,WE,6.0,29,,M,GOT,10-3,1,0,1,analog,KL,,FW,,,,vegetative,spore,,,
807,5/22/17,128 2237,,5/11/17,JC,5/8/17,,WE,6.0,29,,M,GOT,10-4,0,0,0,analog,KL,,FW,,,,vegetative,spore,,,all contamination
809,5/22/17,128 2238,,5/11/17,JC,5/8/17,,WE,6.0,29,,M,GOT,10-5,0,0,0,analog,KL,,FW,,,,vegetative,spore,,,all contamination
811,5/22/17,128 2239,,5/11/17,JC,5/8/17,,WE,6.0,30,,M,GOT,10-3,127,0,127,analog,KL,,FW,,,,vegetative,spore,,,
813,5/22/17,128 2240,,5/11/17,JC,5/8/17,,WE,6.0,30,,M,GOT,10-4,44,0,44,analog,KL,,FW,,,,vegetative,spore,,,
815,5/22/17,128 2241,,5/11/17,JC,5/8/17,,WE,6.0,30,,M,GOT,10-5,3,0,3,analog,KL,,FW,,,,vegetative,spore,,,red marks on plates were contaminated and not counted
816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red marks on plates were contaminated and not counted
